điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,địa điểm,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng
7.7,7.4,7.1,6.9,6.3,78 hàng nón quận hoàn kiếm hà nội,07:30,21:30,15.000đ - 39.000đ,7,0,5,2,0,son-cafe-hang-non
8.0,7.4,7.3,6.9,6.8,49 lê ngọc hân quận hai bà trưng hà nội,09:30,22:00,12.000đ - 54.000đ,218,17,148,42,11,spaghetti-box-le-ngoc-han
7.9,7.3,7.1,6.6,6.4,10 ngõ 12 núi trúc quận ba đình hà nội,09:30,22:00,15.000đ - 61.000đ,201,10,116,65,10,spaghetti-box-12-nui-truc
7.0,6.7,6.2,6.0,5.6,64 chùa láng quận đống đa hà nội,10:00,22:00,25.000đ - 200.000đ,67,6,27,19,15,spoon-pencil-am-thuc-han-quoc
8.7,8.3,8.2,8.1,6.4,32 hàng bài quận hoàn kiếm hà nội,07:00,22:00,60.000đ - 150.000đ,116,16,89,10,1,starbucks-coffee-hang-bai
8.5,8.2,8.1,7.4,7.2,55 trích sài quận tây hồ hà nội,10:00,23:00,75.000đ - 150.000đ,11,4,4,1,2,steak-upp-bit-tet-au
8.2,8.0,7.5,7.4,7.1,24 trần hưng đạo quận hoàn kiếm hà nội,10:00,22:00,200.000đ - 300.000đ,38,4,28,6,0,steakout-beefsteak
7.8,7.7,7.4,7.2,6.8,80 hàng nón quận hoàn kiếm hà nội,09:00,22:30,20.000đ - 44.000đ,108,6,75,26,1,sua-chua-deo-hang-non
6.0,6.0,5.4,5.0,4.7,35 lò đúc quận hai bà trưng hà nội,08:00,23:00,10.000đ - 22.000đ,46,0,17,14,15,sua-chua-ong-gia-toc-bac
6.7,6.0,5.9,5.8,5.5,492 xã đàn quận đống đa hà nội,09:00,23:00,15.000đ - 18.000đ,78,0,33,29,16,sua-chua-ong-gia-toc-bac-xa-dan
7.9,7.9,7.9,7.8,7.4,tầng hầm 2b2 r6 royal city 72a nguyễn trãi quận thanh xuân hà nội,09:00,22:00,290.000đ - 407.000đ,123,37,59,17,10,sumo-bbq-royal-city
7.9,7.8,7.6,7.2,7.1,264 hoàng văn thái quận thanh xuân hà nội,10:00,22:00,79.000đ - 319.000đ,136,13,93,22,7,suon-muoi-cac-mon-suon-online
8.3,8.2,7.7,7.2,6.5,19 dốc hòe nhai quận ba đình hà nội,09:00,21:00,15.000đ - 30.000đ,81,5,64,12,0,sup-ga-nghia-tan
7.1,7.0,6.7,6.7,6.4,82c tô hiến thành quận hai bà trưng hà nội,07:30,22:30,20.000đ - 100.000đ,28,1,16,9,2,su-s-house-banh-su-kem-singapore
7.7,7.6,7.4,7.3,7.1,285 kim mã 111a5 tt giảng võ quận ba đình hà nội,09:00,22:00,50.000đ - 200.000đ,40,2,26,10,2,sushi-24-am-thuc-duong-pho-nhat-ban
7.9,7.8,7.5,6.8,6.8,101 k1 giảng võ quận ba đình hà nội,10:00,23:00,10.000đ - 1.200.000đ,17,1,11,5,0,sushi-kei-giang-vo
7.7,7.7,7.4,7.0,6.4,tầng 1tầng 1 iph 239 xuân thủy quận cầu giấy hà nội,10:30,22:00,100.000đ - 275.000đ,47,5,34,3,5,sushibar-nha-hang-nhat-ban-iph-xuan-thuy
8.5,8.3,7.9,7.4,6.9,107 a5 giảng võ quận ba đình hà nội,10:30,23:00,100.000đ - 275.000đ,53,7,41,3,2,sushibar-nha-hang-nhat-ban-kim-ma
8.4,7.9,7.6,7.4,7.4,b8 tầng 1 tttm syrena 51 xuân diệu quận tây hồ hà nội,10:30,22:00,100.000đ - 275.000đ,19,4,13,2,0,sushibar-nha-hang-nhat-ban-xuan-dieu
7.9,7.5,7.3,7.3,7.0,98 ngõ 97 hoàng cầu quận đống đa hà nội,09:00,23:59,50.000đ - 200.000đ,41,3,27,10,1,t-beer-club-x98-hoang-cau
8.6,8.1,7.9,7.8,7.3,b52 nguyễn thị định quận thanh xuân hà nội,10:00,22:30,100.000đ - 300.000đ,42,16,17,6,3,tan-luong-son-quan-lau-nhau-cac-mon
7.4,7.2,7.1,7.0,6.7,110 c3 lương định của quận đống đa hà nội,09:00,22:30,15.000đ - 30.000đ,79,11,44,13,11,tao-pho-ne-luong-dinh-cua
7.8,7.7,7.7,7.6,7.6,116e3 thái thịnh quận đống đa hà nội,09:00,22:30,8.000đ - 40.000đ,29,7,16,5,1,tao-pho-ne-thai-thinh
7.6,7.5,7.4,7.4,7.3,80 quang trung quận hải châu đà nẵng,06:00,20:00,8.000đ - 30.000đ,53,5,37,7,4,tay-ho-quan-bun-cha-ha-noi
7.2,6.8,6.8,6.6,6.4,108 c18 nguyễn quý đức quận thanh xuân hà nội,09:00,21:00,15.000đ - 25.000đ,73,8,24,35,6,t-dessert-nguyen-quy-duc
7.5,7.3,7.3,7.1,7.1,154 ngọc khánh quận ba đình hà nội,08:00,22:00,25.000đ - 50.000đ,8,0,7,1,0,tealicious-cafe-bistro
6.9,6.0,6.0,5.9,5.6,220 phố huế quận hai bà trưng hà nội,08:30,22:30,35.000đ - 50.000đ,7,0,2,3,2,teastory-vietnam-pho-hue
8.4,8.0,7.3,6.8,6.7,44 hoàng hoa thám quận ba đình hà nội,07:00,23:00,10.000đ - 30.000đ,12,1,7,3,0,teen-food-hoang-hoa-tham
8.3,7.9,7.1,7.1,6.9,101 b5 khương trung quận thanh xuân hà nội,07:00,23:00,5.000đ - 50.000đ,15,7,1,6,1,teen-food-mon-an-ngon-sach-khuong-trung
7.5,6.7,6.5,6.4,6.2,3 ngõ 4c đặng văn ngữ quận đống đa hà nội,07:30,23:00,5.000đ - 50.000đ,345,19,179,100,47,thai-hanh-huy-mai-quan-an-vat
8.3,7.9,7.7,7.6,6.9,1 yên thế quận ba đình hà nội,09:00,22:30,50.000đ - 150.000đ,32,0,26,6,0,thai-little-lau-thai
7.7,7.6,7.5,7.0,6.6,6a lang ha quận đống đa hà nội,10:00,22:30,30.000đ - 250.000đ,68,13,40,5,10,thai-pattaya-pho-nuong-lau-thai-lan
7.5,7.3,7.1,7.1,6.0,tầng 3 aeon mall long biên 27 cổ linh quận long biên hà nội,08:00,22:00,200.000đ - 500.000đ,21,3,10,7,1,thai-express-aeon-mall-long-bien
7.7,7.6,7.6,7.6,6.7,tầng 1 24t2 trung hòa nhân chính quận cầu giấy hà nội,11:30,22:30,55.000đ - 275.000đ,60,3,42,14,1,thai-express-trung-hoa
8.0,7.9,7.9,7.4,7.3,10g tôn thất thiệp quận ba đình hà nội,13:30,20:30,20.000đ - 50.000đ,30,7,18,4,1,thang-beo-nom-nem-tai
8.3,8.3,8.3,8.0,7.3,57 lê lợi quận hà đông hà nội,07:00,22:00,20.000đ - 200.000đ,3,1,1,1,0,thanh-dung-banh-ngot-au-a
6.8,6.6,6.6,6.6,5.8,103 ngõ 32a hào nam p ô chợ dừa quận đống đa hà nội,06:30,22:00,15.000đ - 55.000đ,5,0,3,1,1,thanh-ha-chao-luon-nghe-an
8.5,7.9,7.4,6.5,6.4,23 hồ hoàn kiếm quận hoàn kiếm hà nội,09:00,21:30,20.000đ - 50.000đ,10,0,7,3,0,thanh-hai-nom-bo-kho
6.5,6.5,6.1,6.0,5.0,tầng 2 ct1 the pride kđt an hưng tố hữu quận hà đông hà nội,09:00,22:30,150.000đ - 250.000đ,13,0,5,5,3,thanh-nam-nha-hang-buffet
5.7,5.7,5.7,5.0,4.0,75 nguyễn văn huyên kéo dài quận cầu giấy hà nội,09:00,22:00,25.000đ - 50.000đ,6,0,2,1,3,thanh-truc-com-van-phong-com-nieu-ca-kho-to
7.8,7.5,7.3,7.0,6.8,81 lê văn hưu quận hai bà trưng hà nội,07:00,23:00,10.000đ - 22.000đ,12,0,8,4,0,thanh-van-banh-cuon-gia-truyen
6.8,6.7,6.0,5.8,5.5,36a nguyên hồng quận đống đa hà nội,07:00,23:00,20.000đ - 60.000đ,38,5,19,2,12,the-city-coffee
8.3,7.9,7.8,7.6,7.0,68a hoàng cầu quận đống đa hà nội,08:00,22:45,30.000đ - 60.000đ,194,15,153,26,0,the-coffee-house-hoang-cau
8.0,7.9,7.8,7.8,7.1,160 nguyễn khánh toàn quận cầu giấy hà nội,07:00,23:00,29.000đ - 55.000đ,83,7,67,7,2,the-coffee-house-nguyen-khanh-toan
6.7,6.7,6.0,5.9,5.6,206 thụy khuê quận tây hồ hà nội,08:00,20:30,50.000đ - 150.000đ,7,1,2,2,2,the-deli-pizza-pasta
9.5,9.5,9.5,9.0,8.5,6 ngõ 71 hoàng văn thái quận thanh xuân hà nội,09:00,22:00,30.000đ - 350.000đ,2,1,1,0,0,the-gioi-noi-hoi
8.5,8.5,8.3,7.8,7.8,25 nguyễn thị định quận cầu giấy hà nội,09:00,23:00,150.000đ - 500.000đ,4,0,4,0,0,the-isteam-restaurant-cac-mon-hap-viet-nam
10.0,9.0,8.3,7.7,7.7,28 ngõ 178 giải phóng quận thanh xuân hà nội,08:00,22:00,15.000đ - 60.000đ,3,0,3,0,0,the-may-tea-tra-cafe-banh-ngot
7.6,7.6,7.4,7.3,6.6,333 cầu giấy quận cầu giấy hà nội,10:00,22:00,50.000đ - 220.000đ,165,9,121,27,8,the-pizza-company
8.2,8.0,7.7,7.7,7.2,tầng hầm 2b2 r314 royal city 72a nguyễn trãi quận thanh xuân hà nội,10:00,22:00,100.000đ - 220.000đ,130,12,102,14,2,the-pizza-company-royal-city
7.6,7.6,7.1,6.6,5.9,31 xuân diệu p quảng an quận tây hồ hà nội,10:00,22:00,50.000đ - 220.000đ,22,2,13,3,4,the-pizza-company-xuan-dieu
8.5,8.4,7.8,7.7,6.2,83b lý thường kiệt p trần hưng đạo quận hoàn kiếm hà nội,17:00,23:00,65.000đ - 275.000đ,53,4,41,8,0,the-rooftop-bar-restaurant
7.6,7.6,7.3,7.2,6.3,48 hàng bông quận hoàn kiếm hà nội,07:00,22:00,25.000đ - 70.000đ,189,10,132,34,13,the-seed-bakery-cafe-hang-bong
7.4,6.8,6.6,6.3,5.8,59 quan hoa quận cầu giấy hà nội,09:00,22:00,30.000đ - 300.000đ,20,1,11,5,3,thien-son-quan-bia-hoi-ga-met
7.8,7.7,7.5,7.4,6.4,22 ngõ 38 xuân la quận tây hồ hà nội,06:00,22:00,25.000đ - 50.000đ,15,4,7,3,1,thien-truong-pho-co-com-ga-xoi-mam
7.9,7.9,7.6,7.3,6.3,91d võ thị sáu quận hai bà trưng hà nội,16:00,23:00,25.000đ - 250.000đ,30,1,20,8,1,thin-beo-lau-rieu-cua
8.3,8.0,7.9,7.3,7.2,ngõ 70 linh lang quận ba đình hà nội,15:00,20:00,20.000đ - 50.000đ,19,6,10,2,1,thit-xien-nuong-linh-lang
8.3,8.2,8.1,8.0,7.0,1 tống duy tân quận hoàn kiếm hà nội,14:00,18:00,10.000đ - 50.000đ,9,0,8,1,0,tho-xuong-chao-suon-tong-duy-tan
7.0,7.0,6.5,6.4,6.3,107 d1 đầu ngõ 5 khuất duy tiến quận thanh xuân hà nội,06:00,21:00,40.000đ - 50.000đ,23,1,12,5,5,thu-suong-bun-bo-hue
6.5,6.3,6.0,5.5,5.1,11 ngõ 10 cầu đơ 5 5052 lê hồng phong quận hà đông hà nội,09:00,21:00,20.000đ - 70.000đ,26,3,10,4,9,thuy-beo-com-ga-nem-nuong
9.0,8.0,7.0,7.0,7.0,73b đặng văn ngữ quận đống đa hà nội,06:00,14:00,25.000đ - 50.000đ,1,0,1,0,0,thuy-hai-pho-ga-gia-truyen
7.5,6.9,6.8,6.2,5.7,166b đội cấn quận ba đình hà nội,11:00,22:00,20.000đ - 50.000đ,189,5,95,68,21,banh-xeo-nem-lui-doi-can
7.1,6.5,6.4,6.1,5.6,38 bát đàn quận hoàn kiếm hà nội,09:00,22:00,50.000đ - 110.000đ,17,0,9,5,3,tiem-an-uong-bao-lam
6.7,6.3,6.3,6.2,6.1,24 ngõ 24 đặng tiến đông quận đống đa hà nội,08:00,22:00,75.000đ - 170.000đ,35,1,13,16,5,tiem-banh-365-bong-lan-trung-muoi-shop-online
7.6,7.0,6.8,6.8,6.4,4 ngõ nguyễn hữu huân quận hoàn kiếm hà nội,09:00,21:00,10.000đ - 20.000đ,5,1,2,1,1,tiem-banh-mi-duc-anh-banh-mi-que-hai-phong
7.4,7.2,7.0,6.8,6.5,236 kim mã quận ba đình hà nội,08:00,22:30,50.000đ - 200.000đ,61,2,36,18,5,tiem-banh-noi-con
7.7,7.4,7.1,6.8,6.7,104 k8 ngõ 6b thành công quận ba đình hà nội,06:00,20:00,30.000đ - 100.000đ,45,10,19,10,6,tiem-banh-panna-cotta
6.9,6.9,6.8,6.8,5.9,21 23 hàng bún quận ba đình hà nội,10:30,22:00,20.000đ - 250.000đ,31,3,14,11,3,tiem-chu-long-mon-an-quay-nuong-quang-dong-take-away
7.2,6.8,6.7,6.5,5.8,98 trần hưng đạo quận hoàn kiếm hà nội,06:00,13:15,30.000đ - 40.000đ,13,0,9,2,2,tien-thien-mi-van-than-hu-tiu
6.1,6.0,5.7,5.4,5.3,12b ngõ 2 ao sen quận hà đông hà nội,08:00,22:00,15.000đ - 55.000đ,39,1,17,8,13,tiktak-do-an-ngon-han-quoc
7.7,7.7,7.5,7.4,7.4,43 trần hữu tước quận đống đa hà nội,07:30,22:30,15.000đ - 35.000đ,33,3,23,4,3,tinh-thu-quan-tra-dao-va-do-chay
7.8,7.2,7.1,6.8,6.4,7 hoàng cầu quận đống đa hà nội,08:00,23:00,40.000đ - 100.000đ,205,6,134,54,10,toast-n-tea-cafe-food-hoang-cau
8.0,7.9,7.7,7.5,7.0,432 nguyễn trãi quận nam từ liêm hà nội,08:00,22:00,15.000đ - 20.000đ,18,4,9,5,0,tokbokki-gimbap
8.1,8.0,8.0,7.8,7.7,116 bùi thị xuân quận hai bà trưng hà nội,08:00,23:00,100.000đ - 200.000đ,56,5,46,3,2,tom-karaoke-bui-thi-xuan
7.8,7.1,7.0,6.5,6.4,53 tân ấp quận ba đình hà nội,08:00,23:00,70.000đ - 80.000đ,13,0,10,2,1,tom-store-gan-bo-dam-coc-online
7.2,6.9,6.8,6.8,6.6,33 nguyễn thị định quận cầu giấy hà nội,07:00,23:00,50.000đ - 165.000đ,54,10,32,2,10,tomato-hai-san-tuoi-song
8.2,8.1,8.0,7.8,7.6,21 hàng thùng quận hoàn kiếm hà nội,06:30,22:00,25.000đ - 250.000đ,53,10,39,2,2,top-floor-rue-des-seaux-restaurant
9.2,8.9,8.8,8.0,7.5,almaz vinhomes riverside sài đồng quận long biên hà nội,07:00,22:00,100.000đ - 500.000đ,11,3,8,0,0,topaz-beer-club-almaz-vinhomes-riverside
7.9,7.5,7.5,7.1,6.9,87 triệu việt vương quận hai bà trưng hà nội,09:30,22:00,20.000đ - 50.000đ,256,19,177,48,12,totoro-an-vat-kieu-nhat
8.0,7.4,7.4,6.9,6.5,123 phố huế quận hai bà trưng hà nội,08:30,21:30,15.000đ - 550.000đ,103,2,78,16,7,tous-les-jours-pho-hue
10.0,10.0,10.0,9.0,8.0,2 ngõ 186 hồng mai quận hai bà trưng hà nội,10:00,20:00,20.000đ - 60.000đ,2,2,0,0,0,tra-ba-la-tra-sua-phuc-long-do-an-vat
7.8,7.6,7.3,7.0,6.9,ngõ hàng cháo sân hàng đẫy quận đống đa hà nội,17:00,23:00,30.000đ - 60.000đ,36,4,21,11,0,tra-bat-bao-san-hang-day
7.4,7.4,7.3,6.8,6.8,3 chợ gạo quận hoàn kiếm hà nội,08:00,23:59,8.000đ - 22.000đ,57,1,38,16,0,tra-chanh-cho-gao
8.5,8.0,7.8,7.5,7.5,7 trần nguyên hãn quận hoàn kiếm hà nội,08:00,22:30,30.000đ - 100.000đ,4,0,4,0,0,tra-sua-172-tran-nguyen-han
7.7,7.6,7.5,7.4,7.1,103 đào tấn p ngọc khánh quận ba đình hà nội,09:00,21:00,23.000đ - 48.000đ,168,10,120,32,6,tra-sua-bobapop-dao-tan
6.8,6.3,6.2,5.8,5.6,160 lạc trung quận hai bà trưng hà nội,09:00,21:00,20.000đ - 50.000đ,16,0,10,3,3,tra-sua-bobapop-lac-trung
7.8,7.5,7.3,7.3,7.1,7b lê đại hành quận hai bà trưng hà nội,09:00,21:00,25.000đ - 50.000đ,71,10,46,9,6,tra-sua-bobapop-le-dai-hanh
7.5,7.3,7.3,7.2,7.0,47 nguyễn phong sắc quận cầu giấy hà nội,09:00,21:00,26.000đ - 50.000đ,51,5,32,12,2,tra-sua-bobapop-nguyen-phong-sac
7.3,6.9,6.9,6.7,6.6,442 nguyễn văn cừ quận long biên hà nội,08:00,21:00,20.000đ - 50.000đ,25,2,16,5,2,tra-sua-bobapop-nguyen-van-cu
7.1,6.9,6.8,6.6,6.1,18 nguyễn xiển quận thanh xuân hà nội,09:00,21:00,20.000đ - 50.000đ,20,2,11,3,4,tra-sua-bobapop-nguyen-xien
7.9,7.8,7.6,7.4,7.0,129 ô chợ dừa quận đống đa hà nội,09:00,21:00,20.000đ - 40.000đ,147,16,105,19,6,tra-sua-bobapop-o-cho-dua
8.4,8.3,8.2,8.0,7.4,5b7 phạm ngọc thạch quận đống đa hà nội,08:30,21:00,20.000đ - 50.000đ,67,26,31,6,4,tra-sua-bobapop-pham-ngoc-thach
7.5,7.5,7.3,7.2,7.0,226h0 tân mai đối diện nhà sách adc books quận hoàng mai hà nội,09:00,21:00,25.000đ - 50.000đ,35,4,25,3,3,tra-sua-bobapop-tan-mai
7.5,7.4,7.3,7.2,7.0,290 thái hà quận đống đa hà nội,09:00,21:00,23.000đ - 48.000đ,100,7,70,13,10,tra-sua-bobapop-thai-ha
7.8,7.3,6.9,6.8,6.1,22 thượng đình quận thanh xuân hà nội,09:00,21:00,26.000đ - 50.000đ,22,2,15,0,5,tra-sua-bobapop-thuong-dinh
7.5,7.4,7.3,7.2,6.4,61 hàng lược quận hoàn kiếm hà nội,09:00,21:00,23.000đ - 48.000đ,80,4,59,12,5,tra-sua-bobapop-tran-nguyen-han
7.7,7.2,7.2,7.0,6.9,50 trần phú quận hà đông hà nội,09:00,21:00,20.000đ - 50.000đ,52,8,24,15,5,tra-sua-bobapop-tran-phu
7.9,7.3,6.9,6.3,6.0,44 hồ tùng mậu quận cầu giấy hà nội,09:00,22:00,25.000đ - 50.000đ,7,1,2,4,0,tra-sua-bumba-ho-tung-mau
7.2,6.7,6.5,6.4,6.4,tầng 4 the garden kđt mễ trì quận nam từ liêm hà nội,10:00,22:00,20.000đ - 50.000đ,26,0,15,9,2,tra-sua-bumba-the-garden
8.3,8.1,8.0,7.8,7.6,1 cao đạt quận hai bà trưng hà nội,08:00,23:00,30.000đ - 60.000đ,32,11,14,4,3,tra-sua-fancha
8.4,7.9,7.4,6.9,6.1,59 cửa nam quận hoàn kiếm hà nội,08:30,22:30,10.000đ - 22.000đ,14,3,7,3,1,tra-sua-feeling-tea-cua-nam
7.6,7.6,7.5,7.1,7.1,226 lò đúc quận hai bà trưng hà nội,07:00,23:00,15.000đ - 26.000đ,11,0,9,2,0,tra-sua-feeling-tea-lo-duc
7.8,7.6,7.5,7.2,6.9,park 3 park hill kđt times city 458 minh khai quận hoàng mai hà nội,08:00,23:00,40.000đ - 80.000đ,66,11,39,11,5,tra-sua-gong-cha-times-city
7.6,7.5,7.1,6.9,6.5,56 lý thường kiệt quận hoàn kiếm hà nội,09:00,22:30,40.000đ - 80.000đ,370,17,246,90,17,tra-sua-gong-cha
8.2,8.1,7.5,7.5,6.8,116 hoàng mai quận hai bà trưng hà nội,08:00,22:00,20.000đ - 70.000đ,10,1,7,2,0,tra-sua-gtea
7.6,6.9,6.8,6.5,5.7,109 phùng hưng quận hoàn kiếm hà nội,09:00,23:00,30.000đ - 60.000đ,32,2,16,10,4,tra-sua-hefkcha-tea
8.7,8.7,8.5,8.4,8.2,264 nguyễn văn cừ quận long biên hà nội,08:00,23:00,20.000đ - 50.000đ,15,5,9,1,0,tra-sua-saytea-nguyen-van-cu
7.3,7.3,7.1,6.8,6.5,14 gia ngư quận hoàn kiếm hà nội,08:00,23:00,25.000đ - 80.000đ,77,1,46,28,2,xing-cha-gia-ngu
7.5,7.3,7.3,7.2,7.1,90 cửa bắc quận ba đình hà nội,08:00,22:30,28.000đ - 50.000đ,30,2,21,6,1,tra-sua-shun-cha-cua-bac
7.4,7.2,6.8,6.7,6.6,73 lê thanh nghị quận hai bà trưng hà nội,09:00,23:00,20.000đ - 40.000đ,9,0,5,3,1,tra-sua-taster-s-choice-le-thanh-nghi
7.6,7.6,7.5,7.2,7.1,338 thái hà quận đống đa hà nội,09:00,23:00,20.000đ - 60.000đ,129,23,77,13,16,tra-sua-taster-s-choice-thai-ha
5.8,5.5,5.0,5.0,4.7,320 cầu giấy quận cầu giấy hà nội,08:00,23:00,22.000đ - 50.000đ,76,2,28,18,28,tra-sua-tocotoco-262-cau-giay
7.4,6.8,6.6,6.2,6.1,11 nam đồng quận đống đa hà nội,09:00,22:00,25.000đ - 50.000đ,35,0,16,16,3,tra-sua-tocotoco-cau-go
7.3,7.1,7.1,6.7,6.2,92 cửa bắc quận ba đình hà nội,09:30,23:00,20.000đ - 40.000đ,54,1,33,15,5,tra-sua-tocotoco-cua-bac
7.5,7.4,6.6,6.2,6.1,11 đào tấn quận ba đình hà nội,08:00,23:00,25.000đ - 60.000đ,25,2,12,7,4,tra-sua-tocotoco-dao-tan
6.4,6.0,5.9,5.8,5.7,95 đội cấn quận ba đình hà nội,10:00,22:30,25.000đ - 80.000đ,61,1,31,17,12,tra-sua-tocotoco-doi-can
7.4,7.1,7.0,7.0,7.0,1256 đường láng quận đống đa hà nội,08:00,23:00,30.000đ - 50.000đ,71,2,48,14,7,tra-sua-tocotoco-cau-giay
7.8,6.8,6.7,6.5,6.4,4b hàng bài quận hoàn kiếm hà nội,08:00,21:30,30.000đ - 100.000đ,118,7,61,36,13,tra-sua-tocotoco-hang-bai
6.8,6.6,6.5,6.4,6.1,tầng 1tầng 1 hồ gươm plaza 110 trần phú quận hà đông hà nội,08:00,22:00,25.000đ - 60.000đ,28,1,12,10,5,tra-sua-tocotoco-ho-guom-plaza
7.0,6.4,6.4,5.9,5.9,331 kim mã quận ba đình hà nội,08:00,23:00,25.000đ - 60.000đ,46,3,22,10,11,tra-sua-tocotoco-kim-ma
7.5,7.0,6.8,6.8,6.5,157 nguyễn văn cừ quận long biên hà nội,08:00,23:00,25.000đ - 80.000đ,39,3,21,12,3,tra-sua-tocotoco-nguyen-van-cu
7.8,6.6,6.0,5.9,5.8,2 nguyễn văn tố quận hoàn kiếm hà nội,08:00,22:00,25.000đ - 42.000đ,20,0,11,6,3,tra-sua-tocotoco-nguyen-van-to
6.1,5.8,5.6,5.5,5.3,8 nguyễn xiển quận thanh xuân hà nội,07:00,23:00,50.000đ - 100.000đ,50,3,16,11,20,tra-sua-tocotoco-nguyen-xien
6.4,5.9,5.6,5.4,5.2,237 quang trung quận hà đông hà nội,08:00,22:45,25.000đ - 60.000đ,34,3,11,11,9,tra-sua-tocotoco-quang-trung
7.2,7.2,7.1,6.7,6.5,tầng hầm 2b2 r4 royal city 72a nguyễn trãi quận thanh xuân hà nội,09:00,22:00,25.000đ - 80.000đ,59,1,33,21,4,tra-sua-tocotoco-royal-city
7.0,7.0,6.7,6.5,6.1,137 tây sơn quận đống đa hà nội,07:30,23:59,30.000đ - 45.000đ,47,2,23,17,5,tra-sua-tocotoco-tay-son
7.2,7.0,6.8,6.6,6.5,tầng hầm 1k9k10 đường thanh niên tầng b1 tòa t8 tttm times city 458 minh khai p vĩnh tuy quận hai bà trưng hà nội,09:00,22:00,25.000đ - 60.000đ,81,4,43,24,10,tra-sua-tocotoco-times-city
8.0,7.7,7.1,7.0,6.9,175 tô hiệu quận cầu giấy hà nội,08:00,22:30,30.000đ - 50.000đ,29,2,16,10,1,tra-sua-tocotoco-to-hieu
6.8,6.5,6.2,5.9,5.8,59 tôn đức thắng quận đống đa hà nội,09:00,22:30,25.000đ - 60.000đ,29,1,11,12,5,tra-sua-tocotoco-ton-duc-thang
8.0,7.7,7.6,7.5,7.2,253 trần quốc hoàn quận cầu giấy hà nội,09:00,23:00,25.000đ - 65.000đ,31,4,22,3,2,tra-sua-tocotoco-tran-quoc-hoan
7.3,6.8,6.8,6.5,6.5,tầng bh vincom center nguyễn chí thanh 54a nguyễn chí thanh quận đống đa hà nội,09:00,22:00,37.000đ - 50.000đ,90,4,52,20,14,tra-sua-tocotoco-vincom-center-nguyen-chi-thanh
7.4,7.3,7.2,7.2,6.7,1a trần quốc hoàn quận cầu giấy hà nội,09:30,22:45,27.000đ - 100.000đ,113,1,73,38,1,tra-tien-huong-tran-quoc-hoan
7.1,6.9,6.8,6.5,6.1,hẻm 5 ngách 38 ngõ 127 hào nam quận đống đa hà nội,10:00,03:00,30.000đ - 100.000đ,35,4,16,10,5,trang-beo-ship-do-an-dem
7.3,7.0,7.0,6.5,6.3,53 đặng tiến đông quận đống đa hà nội,07:00,21:30,10.000đ - 28.000đ,4,0,2,2,0,trang-cafe-dang-tien-dong
8.2,7.8,7.7,7.4,7.4,116 d1 đặng văn ngữ quận đống đa hà nội,10:30,22:00,40.000đ - 300.000đ,19,1,17,1,0,tre-lang-ga-nuong-lu
8.1,8.0,7.8,7.6,5.9,288 bà triệu quận hai bà trưng hà nội,10:00,23:00,200.000đ - 440.000đ,28,5,19,3,1,trieu-nhat-asahi-sushi-ba-trieu
7.3,7.3,7.0,6.9,6.9,a2 khu tt nam đồng quận đống đa hà nội,07:00,19:00,5.000đ - 30.000đ,7,0,3,4,0,trinh-bich-nom-banh-bot-loc
7.6,7.0,6.2,6.2,6.2,07 đinh tiên hoàng quận hoàn kiếm hà nội,07:00,23:00,20.000đ - 100.000đ,5,0,3,2,0,trung-nguyen-coffee-dinh-tien-hoang
6.6,6.3,5.9,5.9,5.4,221 trần đăng ninh quận cầu giấy hà nội,09:00,22:30,35.000đ - 70.000đ,22,0,9,7,6,trung-thanh-bit-tet-banh-mi-chao-tran-dang-ninh
7.7,7.5,7.5,7.2,6.7,105 a5 thành công quận ba đình hà nội,09:00,22:00,40.000đ - 88.000đ,41,2,32,6,1,truong-tam-nem-nom-do-an-vat
7.8,7.8,7.6,7.3,6.0,290 h1 văn chương quận đống đa hà nội,10:00,22:00,30.000đ - 150.000đ,9,1,5,3,0,truong-tho-ta-hien
6.9,6.8,6.5,6.4,6.3,102a5 thành công quận ba đình hà nội,09:00,21:00,30.000đ - 50.000đ,24,0,15,7,2,tu-beo-mien-luon
7.5,7.4,7.0,6.9,6.8,15 ngõ 143 quan hoa quận cầu giấy hà nội,11:00,23:00,120.000đ - 120.000đ,41,6,24,5,6,tu-chef-buffet-lau-bo-my
7.7,7.7,7.0,7.0,6.0,29 vũ tông phan quận thanh xuân hà nội,07:30,21:30,25.000đ - 100.000đ,3,0,2,1,0,tu-dong-mon-ngon-mien-trung
7.2,6.9,6.8,6.5,6.4,14 hàng thùng quận hoàn kiếm hà nội,10:00,23:59,20.000đ - 50.000đ,188,2,107,61,18,chan-ga-rang-muoi
6.5,6.0,5.8,5.6,5.2,236 thái hà quận đống đa hà nội,10:00,23:30,30.000đ - 150.000đ,63,2,28,14,19,tu-ga-chan-ga-rang-muoi-thai-ha
6.7,6.3,6.1,6.0,5.7,5 ngõ 167 đội cấn p đội cấn quận ba đình hà nội,10:00,22:00,25.000đ - 55.000đ,165,3,74,52,36,banh-xeo-nem-lui
6.7,6.2,6.2,5.8,5.0,122b c5 tô hiệu p nghĩa tân quận cầu giấy hà nội,07:00,21:00,5.000đ - 25.000đ,9,0,4,3,2,tuan-hang-banh-bao-chien-nem-chua-ran
